IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2014,false,,,,,,,,,,,,,81,,,,,,81,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2014,false,,,,,,,,,,,,,81,,,,,,81,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2014,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2014,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2014,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2014,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2014,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2014,false,,,,,,,,,,,,,94,,,,,,94,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2013,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2013,false,,,,,,,,,,,,,10,,,,,,10,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2013,false,,,,,,,,,,,,,15,,,,,,15,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2013,false,,,,,,,,,,,,,15,,,,,,15,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2013,false,,,,,,,,,,,,,16,,,,,,16,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2013,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2013,false,,,,,,,,,,,,,22,,,,,,22,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2013,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2013,false,,,,,,,,,,,,,26,,,,,,26,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2013,false,,,,,,,,,,,,,28,,,,,,28,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2013,false,,,,,,,,,,,,,29,,,,,,29,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2013,false,,,,,,,,,,,,,34,,,,,,34,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2013,false,,,,,,,,,,,,,48,,,,,,48,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2013,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2013,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2013,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2013,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2013,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2013,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2013,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2013,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2013,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2013,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2013,false,,,,,,,,,,,,,63,,,,,,63,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2013,false,,,,,,,,,,,,,65,,,,,,65,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2013,false,,,,,,,,,,,,,68,,,,,,68,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2013,false,,,,,,,,,,,,,71,,,,,,71,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2013,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2013,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2013,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2013,false,,,,,,,,,,,,,79,,,,,,79,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2013,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2013,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2013,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2013,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2013,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2013,false,,,,,,,,,,,,,9,,,,,,9,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2013,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2013,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2013,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2012,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2012,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2012,false,,,,,,,,,,,,,11,,,,,,11,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2012,false,,,,,,,,,,,,,17,,,,,,17,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2012,false,,,,,,,,,,,,,2,,,,,,2,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2012,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2012,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2012,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2012,false,,,,,,,,,,,,,27,,,,,,27,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2012,false,,,,,,,,,,,,,3,,,,,,3,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2012,false,,,,,,,,,,,,,31,,,,,,31,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2012,false,,,,,,,,,,,,,37,,,,,,37,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2012,false,,,,,,,,,,,,,45,,,,,,45,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2012,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2012,false,,,,,,,,,,,,,55,,,,,,55,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2012,false,,,,,,,,,,,,,55,,,,,,55,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2012,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2012,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2012,false,,,,,,,,,,,,,58,,,,,,58,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2012,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2012,false,,,,,,,,,,,,,65,,,,,,65,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2012,false,,,,,,,,,,,,,70,,,,,,70,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2012,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2012,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2012,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2012,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2012,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2012,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2012,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2012,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2012,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2012,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2012,false,,,,,,,,,,,,,92,,,,,,92,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2012,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2011,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2011,false,,,,,,,,,,,,,19,,,,,,19,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2011,false,,,,,,,,,,,,,22,,,,,,22,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2011,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,false,,,,,,,,,,,,,27,,,,,,27,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2011,false,,,,,,,,,,,,,35,,,,,,35,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2011,false,,,,,,,,,,,,,4,,,,,,4,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2011,false,,,,,,,,,,,,,44,,,,,,44,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2011,false,,,,,,,,,,,,,48,,,,,,48,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2011,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2011,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,false,,,,,,,,,,,,,55,,,,,,55,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2011,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2011,false,,,,,,,,,,,,,63,,,,,,63,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2011,false,,,,,,,,,,,,,64,,,,,,64,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2011,false,,,,,,,,,,,,,66,,,,,,66,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2011,false,,,,,,,,,,,,,69,,,,,,69,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2011,false,,,,,,,,,,,,,69,,,,,,69,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2011,false,,,,,,,,,,,,,72,,,,,,72,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2011,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2011,false,,,,,,,,,,,,,79,,,,,,79,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2011,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2011,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2011,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2011,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2010,false,,,,,,,,,,,,,16,,,,,,16,,,EN,2021-03-22T22:00:00.000Z
